lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
4,1,88.0,2,12,4,2,0,3,0,1
135,2,94.5,5,22,4,0,2,3,0,1
105,0,96.3,4,17,4,1,2,0,3,1
80,0,96.9,6,27,3,3,1,0,0,1
6,0,106.0,2,5,4,2,0,0,3,0
2,1,153.62,9,22,4,1,0,0,3,1
115,0,108.0,10,13,4,1,0,3,0,0
50,0,170.85,4,13,4,4,1,0,5,0
0,0,109.0,2,18,4,1,0,0,0,1
2,1,161.0,5,28,4,1,0,0,0,1
119,0,264.1,7,11,4,0,1,1,5,0
13,2,92.0,8,31,4,4,1,0,0,0
30,0,140.0,6,2,3,2,0,0,0,1
131,0,94.5,8,15,3,1,2,1,0,0
1,0,65.0,9,2,2,2,0,0,0,1
66,1,92.7,4,1,4,2,1,0,0,1
1,0,91.0,2,19,2,1,0,0,0,1
50,0,142.2,9,2,4,2,0,0,3,0
52,0,78.3,3,5,4,1,0,0,0,0
180,1,120.0,10,10,3,2,1,0,0,0
28,0,87.0,3,7,3,3,1,0,0,1
13,1,130.5,10,29,4,2,2,0,0,0
4,0,88.0,3,7,3,3,1,1,0,1
52,1,168.3,7,23,4,1,0,0,3,1
6,0,85.5,6,14,4,1,0,0,0,0
109,1,76.5,8,9,4,3,2,0,0,1
27,0,137.0,4,17,4,0,1,0,3,0
133,0,189.0,7,23,4,1,0,1,3,0
194,1,106.2,4,30,4,1,2,0,0,0
121,1,65.45,11,16,4,4,2,0,0,1
166,0,110.0,11,1,4,3,0,0,0,0
73,0,80.75,4,2,3,2,2,0,0,1
41,1,60.0,11,8,3,3,2,0,3,1
52,0,72.0,12,9,3,2,1,0,0,1
120,0,95.2,4,23,4,1,1,0,0,1
24,0,85.5,9,26,3,0,1,0,0,1
167,1,104.4,10,26,4,5,2,0,3,0
148,0,67.0,12,30,3,4,1,0,0,1
180,1,100.0,5,2,3,1,1,0,0,1
41,0,68.0,11,27,3,2,2,0,0,1
147,1,124.0,6,2,3,3,0,0,0,0
3,0,106.0,5,13,2,1,0,0,4,1
62,2,111.6,12,25,4,1,2,0,0,1
64,1,99.3,4,17,4,1,2,0,0,1
74,0,135.9,8,28,4,0,1,0,0,1
207,1,123.25,8,29,4,3,1,0,0,0
64,0,140.4,5,27,4,2,0,0,3,0
20,2,104.0,11,24,4,3,0,0,0,1
8,0,56.0,3,1,3,3,0,0,0,1
1,0,98.0,8,9,4,0,1,3,0,1
247,0,115.0,6,6,4,1,1,1,0,0
8,0,81.7,1,10,4,6,4,0,0,1
82,1,103.5,7,25,4,3,1,3,0,1
52,3,105.4,12,19,4,5,1,0,0,1
265,0,73.95,12,26,4,3,1,0,0,0
247,1,115.0,6,6,3,1,1,1,0,0
194,2,77.23,4,17,4,3,2,0,0,1
66,0,75.0,10,9,3,2,1,0,0,0
10,1,93.0,2,9,4,3,0,0,0,0
211,0,100.0,5,20,3,2,0,0,0,0
51,1,99.0,9,5,4,0,1,3,0,1
36,0,104.0,12,9,4,2,0,0,0,0
7,0,95.0,10,30,3,1,0,0,0,1
54,0,72.0,10,16,4,2,2,0,0,0
5,0,0.0,10,21,4,1,0,0,0,1
112,0,116.28,8,24,3,4,0,0,4,0
81,1,116.1,5,3,4,2,0,3,0,0
13,2,107.0,12,6,4,0,2,0,0,1
27,0,129.0,3,22,4,3,0,3,0,0
196,1,80.75,8,3,4,4,1,3,0,1
185,0,89.25,8,13,4,5,2,3,0,0
5,0,55.74,3,7,3,4,1,0,0,1
36,2,89.1,6,1,4,1,0,3,0,1
23,1,65.55,9,10,3,3,1,0,0,1
18,1,82.8,2,7,4,1,2,0,3,1
10,2,173.0,2,27,4,1,1,0,5,1
103,0,149.4,9,8,4,3,0,0,3,0
74,0,80.0,9,18,3,2,0,1,0,1
265,0,90.0,6,24,3,2,0,1,0,1
0,1,97.0,8,19,4,2,0,3,0,1
163,2,123.3,10,26,4,3,0,0,3,0
70,0,100.0,6,3,3,2,0,0,1,1
28,0,166.0,6,28,4,2,0,0,3,0
247,0,96.3,8,11,4,2,0,0,0,0
183,1,105.3,8,8,4,1,1,0,0,0
0,0,123.0,10,20,3,1,0,0,0,1
63,0,118.43,9,24,3,4,2,0,0,1
148,0,99.45,5,6,4,3,2,0,0,1
18,1,107.25,4,18,4,4,1,0,3,1
113,0,85.0,6,30,4,3,1,0,0,0
135,0,132.3,10,1,4,1,2,0,3,0
61,0,171.0,3,20,4,1,2,0,5,1
79,0,109.0,6,24,3,2,0,1,0,1
126,1,80.75,6,2,3,3,0,0,0,1
56,1,185.0,9,25,3,2,2,0,0,1
13,1,87.78,10,25,4,3,0,3,0,1
29,0,85.0,12,2,2,2,0,0,0,1
120,1,105.3,5,1,4,0,2,0,0,0
1,0,75.0,9,15,2,2,0,0,0,1
15,1,100.0,2,11,4,1,0,0,0,1
81,3,110.8,12,30,4,4,0,0,0,1
89,2,96.0,12,10,4,1,1,0,0,1
74,0,72.25,8,29,3,4,1,3,0,1
0,0,140.0,10,15,4,1,0,3,0,1
2,1,81.0,12,15,4,1,0,0,0,1
22,0,124.0,9,20,4,2,2,0,0,0
2,0,0.0,10,12,1,1,1,0,0,1
51,1,117.9,7,1,4,2,0,0,0,1
4,2,133.33,10,28,4,2,1,3,0,1
140,2,72.25,12,29,4,3,0,0,0,1
13,1,85.0,3,20,3,0,1,0,0,1
98,1,156.6,10,30,4,1,2,0,5,1
61,1,72.24,10,26,3,1,1,0,0,1
20,0,109.65,6,12,4,0,1,0,0,1
47,1,92.28,5,11,4,4,0,0,0,1
39,0,67.0,7,25,2,0,1,0,0,1
10,0,166.0,7,23,4,1,0,0,3,1
251,2,74.29,12,28,4,9,2,0,1,0
177,0,100.0,6,3,4,2,0,0,0,0
100,2,136.0,5,19,4,3,1,0,0,1
229,0,85.5,9,3,4,1,0,3,0,0
8,2,136.0,10,18,4,2,2,0,3,1
46,1,79.2,12,16,4,2,1,3,0,1
13,1,90.98,9,20,4,3,2,0,3,1
7,1,90.0,8,17,4,2,1,0,0,1
0,0,0.0,8,4,1,2,0,0,0,1
7,1,0.0,7,19,1,7,2,0,0,1
349,0,90.0,10,4,3,5,1,0,0,0
49,0,93.15,7,11,4,0,1,3,0,0
1,0,146.0,7,21,4,1,0,0,3,1
0,1,73.0,11,30,2,1,0,0,0,1
61,1,97.0,11,11,4,2,1,3,0,1
198,3,116.1,9,15,4,1,0,3,0,1
3,1,119.0,4,28,4,1,0,3,0,1
26,0,76.5,9,17,3,3,1,0,0,1
3,1,97.0,6,23,4,1,0,3,0,1
229,0,89.25,10,22,4,2,2,0,0,0
5,1,159.0,9,17,4,1,0,3,0,0
48,2,88.2,11,2,4,3,0,3,0,1
3,2,133.0,9,21,4,2,1,3,0,1
118,1,90.0,11,3,4,3,0,0,0,1
47,1,80.3,2,19,4,2,0,0,0,1
0,0,0.0,12,2,1,2,0,0,0,1
11,1,65.29,11,13,4,4,2,0,0,1
317,0,120.0,9,15,3,2,0,0,0,0
91,0,82.45,7,15,3,2,1,0,3,1
103,0,94.5,7,18,3,1,2,1,0,0
47,0,120.0,9,13,3,3,0,0,3,1
5,0,100.0,9,20,2,0,2,0,0,1
31,1,0.0,4,9,4,1,1,0,0,1
0,0,109.0,8,14,3,2,0,1,0,1
23,0,92.0,11,6,3,0,1,0,3,1
223,1,89.73,9,2,4,12,4,3,0,0
92,1,81.9,4,4,4,1,1,0,0,0
181,2,96.3,8,30,4,2,0,0,0,0
76,0,145.8,6,16,4,3,2,0,3,0
33,1,80.3,2,8,4,0,1,0,0,1
144,2,149.4,9,1,4,3,0,0,3,1
143,1,246.6,7,8,4,2,0,0,5,0
1,0,98.0,8,9,4,0,2,0,0,1
61,1,88.0,11,11,4,2,1,3,0,1
42,1,112.59,9,15,4,1,0,0,0,1
302,0,100.0,9,16,4,2,1,0,0,0
6,0,127.0,9,11,4,2,1,0,0,0
107,0,52.36,7,17,4,2,0,0,0,0
137,0,130.95,8,24,4,4,0,0,3,0
50,0,85.5,5,21,3,1,1,0,0,1
34,0,85.5,10,18,3,4,0,0,0,1
73,2,88.0,11,25,4,2,0,3,0,1
14,2,149.0,10,26,4,2,0,0,0,1
2,1,86.0,1,16,4,1,0,3,0,1
150,1,45.0,6,16,3,3,0,1,0,1
252,0,106.3,10,15,4,1,2,0,0,0
18,1,116.8,3,9,4,4,1,0,3,1
138,1,91.48,7,4,4,2,1,0,3,1
82,0,90.95,4,26,3,3,0,0,3,1
5,0,67.0,8,30,2,3,0,0,0,1
55,1,118.33,4,6,4,3,0,0,0,0
292,0,115.0,7,21,3,2,0,1,0,0
39,0,89.1,6,26,4,0,2,3,0,0
114,0,198.9,5,20,4,2,0,0,5,0
174,0,70.0,10,10,3,1,1,0,0,0
275,0,62.8,6,4,3,1,1,0,0,0
97,0,80.75,5,29,3,3,2,0,0,1
118,0,110.0,6,6,3,3,1,0,0,1
26,1,126.0,4,13,4,1,0,0,3,1
49,1,94.5,9,18,4,2,1,0,0,0
23,1,151.0,8,3,4,2,0,0,0,1
0,0,85.0,2,24,4,1,0,3,0,1
88,0,75.0,5,8,3,3,2,0,0,1
110,0,120.0,10,9,3,0,1,0,0,1
52,2,166.5,9,1,4,3,1,1,3,1
296,0,117.0,9,21,3,4,0,1,0,0
57,1,90.67,6,10,3,2,1,0,0,1
0,0,63.76,10,21,4,2,0,3,0,1
56,1,116.1,5,13,4,2,1,3,0,1
57,1,82.44,12,8,4,3,0,0,1,1
66,0,125.1,8,16,4,2,0,3,0,0
64,3,98.55,9,5,4,1,1,0,0,1
41,2,105.9,10,16,4,2,1,0,0,1
9,1,106.0,12,16,4,1,0,0,3,1
93,0,159.3,6,3,4,2,0,0,3,1
99,0,118.8,10,8,4,2,2,0,0,0
6,0,108.72,9,15,4,3,0,0,0,1
17,1,95.0,10,9,3,3,2,0,0,1
90,0,60.0,12,21,3,4,1,0,3,1
103,0,89.25,9,9,4,1,0,0,0,1
14,1,102.0,3,10,3,3,0,0,0,1
275,0,62.8,6,4,4,1,1,0,0,0
0,0,149.0,4,30,4,1,0,0,0,1
38,0,90.95,8,21,4,0,2,0,0,1
76,2,79.2,11,6,4,0,1,3,0,1
35,1,80.3,2,12,4,2,0,0,0,1
79,0,89.25,9,18,4,1,0,0,0,0
144,0,92.55,5,25,4,4,1,0,3,1
262,0,63.75,12,14,4,4,2,3,0,0
48,2,79.2,11,4,4,2,1,3,0,1
1,1,77.03,12,5,4,5,3,3,0,1
0,0,111.2,9,14,3,0,1,0,0,1
37,1,135.0,11,1,4,2,0,0,0,1
182,0,120.0,10,12,3,1,0,0,0,0
45,0,76.77,10,24,4,2,2,0,1,1
3,1,0.0,7,2,1,1,0,0,1,1
22,0,71.2,1,25,4,15,5,3,0,1
130,1,114.3,8,11,4,4,2,0,0,1
9,1,87.0,2,14,3,2,2,0,0,1
23,1,79.0,2,21,4,1,2,3,0,0
30,1,97.71,5,15,4,3,2,0,0,1
126,0,86.36,5,2,4,3,1,0,3,1
0,0,58.0,12,27,3,1,2,0,0,1
23,1,129.0,4,19,4,2,0,0,3,1
57,1,99.0,8,29,4,0,1,3,0,1
60,1,84.58,10,16,3,2,2,0,0,1
66,2,82.8,11,11,4,6,2,0,0,1
19,1,73.9,1,30,4,1,0,0,0,1
166,1,96.79,7,7,4,3,1,0,0,0
4,1,180.0,9,25,4,1,2,0,0,1
0,1,110.7,6,9,4,1,0,0,0,1
100,1,91.38,5,2,4,3,1,3,0,1
277,1,89.14,9,5,3,5,2,1,0,1
85,1,106.54,7,26,4,3,0,0,1,1
117,2,150.45,5,22,4,2,2,0,3,1
185,0,103.5,12,16,4,2,1,0,3,1
0,0,88.0,12,5,4,0,1,3,0,1
91,0,140.4,5,13,4,2,1,0,3,0
206,2,126.9,9,8,4,3,0,0,0,0
33,0,59.0,1,25,2,1,1,0,0,1
6,3,69.5,1,12,4,2,0,3,0,1
4,0,64.0,1,25,2,0,1,0,0,1
60,0,75.0,11,15,3,3,0,0,0,1
5,1,100.0,5,23,3,1,1,0,0,1
20,1,169.0,7,1,4,1,0,0,0,0
336,0,78.0,9,21,3,4,1,0,0,1
54,0,108.0,10,2,4,2,2,3,0,0
97,1,60.5,12,29,3,4,0,0,3,1
22,2,95.0,9,1,4,5,1,0,0,1
132,0,137.7,8,2,4,3,0,0,3,0
22,1,64.37,11,14,4,2,1,3,0,1
6,0,108.05,10,13,4,1,0,3,3,1
0,0,72.0,1,2,3,1,0,0,0,1
3,0,80.0,8,28,3,0,1,0,0,1
0,0,90.0,10,13,3,1,0,0,0,1
186,1,96.3,7,28,4,2,0,0,0,0
4,1,131.75,11,3,4,3,1,0,0,1
73,1,149.4,9,19,4,3,1,0,3,0
1,1,91.0,2,13,4,1,0,0,0,1
56,0,88.23,11,10,4,3,1,0,0,1
21,2,107.42,8,30,4,1,0,0,0,1
110,1,101.58,5,5,4,3,1,3,0,1
14,0,65.0,6,15,2,1,0,0,0,1
100,1,164.9,5,15,4,4,2,1,3,1
79,0,149.4,8,19,4,2,0,0,3,0
112,0,131.13,12,27,4,3,0,0,3,0
36,2,149.4,8,19,4,3,2,0,3,1
68,2,104.76,4,28,4,3,1,3,0,1
46,1,75.0,3,29,3,5,0,0,0,1
37,1,96.1,12,14,4,5,2,0,0,1
280,0,110.0,9,19,4,2,1,0,0,0
8,2,105.67,8,28,4,4,2,0,0,1
121,1,103.5,5,17,4,1,0,3,0,1
1,0,65.0,12,10,2,1,0,0,0,1
56,2,167.45,4,19,4,4,0,0,5,1
61,2,78.54,10,19,4,3,1,0,3,1
57,0,76.76,3,30,4,4,0,3,0,0
7,1,141.95,5,30,4,0,1,0,3,1
2,1,95.0,4,20,4,1,0,0,0,1
34,0,65.0,3,4,3,3,2,0,0,1
47,2,79.2,11,11,4,2,1,3,0,1
110,1,99.79,9,6,4,4,0,0,0,1
65,1,149.4,9,9,4,2,0,0,3,1
231,2,81.82,8,1,4,7,3,0,1,0
8,0,101.0,2,6,2,1,0,0,6,1
7,2,56.0,5,21,3,1,1,1,0,1
94,0,137.7,7,14,4,3,0,0,3,0
301,1,115.0,7,30,3,1,1,1,0,0
275,0,90.0,10,5,3,4,1,0,0,0
137,0,105.3,5,5,4,3,0,0,0,0
59,1,122.4,12,29,4,3,0,0,0,1
26,0,111.35,6,14,4,3,0,0,0,0
150,1,90.0,6,16,3,3,0,1,0,1
41,0,65.0,2,7,3,3,2,0,0,1
0,1,146.0,8,13,4,3,1,0,0,1
100,2,72.25,12,12,4,1,2,0,0,1
175,2,85.5,7,23,4,1,1,3,0,1
143,0,121.8,7,19,4,3,0,0,3,0
47,2,106.53,3,31,4,4,2,0,0,1
87,0,100.0,9,10,2,1,0,0,0,0
25,2,186.5,7,18,4,0,1,0,0,1
122,0,86.0,3,27,3,1,2,1,0,1
74,0,101.5,9,18,3,2,0,1,0,1
4,0,90.0,5,20,2,1,0,0,3,0
19,0,90.0,10,6,3,3,0,0,0,1
338,0,80.0,10,7,3,2,1,0,0,0
170,1,85.0,7,19,4,4,0,3,0,1
2,0,65.0,11,22,2,1,2,0,0,1
61,0,140.4,5,28,4,1,0,0,3,0
9,1,76.0,11,7,4,1,0,3,0,1
30,1,88.56,7,14,3,3,1,3,0,1
96,1,118.8,10,7,4,2,1,0,0,0
80,0,104.49,6,21,4,1,0,3,0,0
51,1,151.2,10,2,4,0,2,0,3,1
83,1,0.0,12,17,1,0,0,0,0,1
142,0,94.11,7,4,4,5,2,3,0,1
112,0,100.0,6,2,3,2,0,0,0,1
42,1,97.02,10,2,4,1,2,0,0,1
71,2,168.3,9,10,4,2,2,0,3,1
86,1,107.1,8,12,4,2,0,3,0,1
16,0,114.57,10,3,4,5,2,0,0,1
182,0,98.1,10,12,4,1,0,3,0,0
122,1,77.44,12,24,4,5,2,0,3,0
86,0,105.0,9,24,3,2,0,0,0,1
29,0,132.05,9,9,4,2,0,3,0,0
76,1,69.52,3,14,4,2,1,0,1,1
79,0,88.5,4,17,4,1,2,3,0,0
93,0,90.95,4,15,4,1,0,0,0,1
208,0,83.85,10,3,4,0,1,0,0,0
78,2,103.5,6,28,4,5,2,3,0,1
211,1,88.5,8,13,4,1,2,3,0,1
75,0,89.75,10,1,3,1,0,0,0,1
20,2,88.0,12,25,4,0,2,3,0,1
166,1,100.3,6,19,4,2,2,0,0,0
275,0,106.2,10,1,4,1,2,0,0,0
41,0,123.5,10,26,4,2,0,0,0,1
118,0,110.0,6,6,3,2,1,0,0,1
22,1,62.0,11,17,2,1,0,0,0,1
7,3,79.0,12,19,2,3,1,0,0,1
268,0,95.4,10,1,4,1,1,3,0,0
0,0,170.0,9,26,1,1,1,0,0,1
82,0,76.5,7,16,4,3,0,0,0,0
59,0,168.3,9,24,4,1,1,0,3,0
8,1,110.46,6,30,4,3,0,0,0,1
42,0,74.88,11,25,4,2,0,0,0,1
29,2,101.52,3,5,4,3,2,0,3,1
12,1,177.0,5,7,4,1,0,0,3,1
7,1,116.8,10,21,4,2,0,3,0,1
1,0,114.0,8,11,4,3,0,0,0,1
100,0,108.0,10,16,3,1,0,1,0,0
66,1,149.4,9,8,4,3,1,0,3,0
83,0,80.75,4,20,3,5,2,0,0,1
34,1,99.0,9,2,4,1,0,3,0,0
332,2,77.23,9,22,4,3,1,0,0,1
19,1,90.98,9,21,4,3,1,0,3,1
3,1,104.72,5,2,4,0,1,0,0,1
163,0,110.0,9,8,3,3,0,0,0,0
8,0,160.0,11,5,3,1,0,0,0,1
57,0,84.6,7,18,4,0,1,3,0,1
6,1,98.0,8,20,4,4,2,0,0,1
44,0,131.4,11,21,4,0,1,0,4,1
80,1,96.3,4,8,4,2,0,0,0,1
253,1,198.9,10,8,4,1,0,0,5,0
7,0,113.6,9,16,3,2,0,0,0,1
76,1,76.5,3,18,4,2,0,3,0,1
94,0,123.3,7,21,4,3,1,0,3,1
82,0,85.5,6,23,4,1,0,3,0,0
164,1,100.0,10,2,3,1,0,0,0,1
6,0,90.0,5,17,3,1,0,0,0,1
126,0,118.8,9,8,4,3,0,3,0,0
9,1,62.58,2,6,4,6,2,3,0,1
138,0,94.5,8,22,3,1,2,1,0,0
11,1,62.83,1,28,4,1,0,3,0,1
91,2,113.4,10,3,4,1,1,0,0,1
79,1,116.1,5,24,4,2,0,3,0,1
88,1,119.85,4,29,4,3,2,0,0,0
18,0,79.0,2,12,4,2,1,3,0,0
105,1,120.6,7,31,4,3,2,0,3,1
224,1,86.62,8,1,4,2,1,0,1,1
193,0,65.0,10,15,3,3,0,0,0,0
183,0,98.1,10,11,4,1,0,3,0,0
119,2,132.3,10,16,4,3,2,0,3,1
19,0,80.0,10,6,3,3,0,0,0,1
104,2,91.6,12,25,4,1,2,0,1,1
29,0,144.0,12,17,4,1,0,1,0,1
87,0,72.25,7,19,3,4,0,0,0,1
14,2,205.0,9,15,4,1,0,0,3,1
15,2,200.0,11,7,4,2,1,0,0,1
0,1,89.0,10,19,4,1,1,0,3,1
49,0,112.0,11,4,3,2,1,0,0,1
85,0,60.0,12,17,3,3,1,0,3,1
169,0,106.0,4,22,3,2,2,1,0,0
122,0,85.0,4,15,3,2,0,0,0,1
92,0,70.0,10,7,3,4,0,0,0,1
12,0,81.0,2,23,4,4,0,3,0,1
18,0,93.0,9,9,4,4,0,3,0,0
69,0,120.0,6,12,3,4,2,0,0,0
61,1,75.0,11,23,3,3,0,0,0,1
104,1,105.3,5,3,4,2,0,0,0,1
61,1,145.4,9,8,4,3,0,0,3,1
39,0,90.95,11,10,4,4,0,0,0,1
88,0,68.0,12,30,3,1,0,0,0,1
37,0,94.5,9,16,4,2,0,0,0,1
1,1,139.33,10,9,4,2,1,0,0,1
221,1,90.95,8,14,4,5,4,0,0,1
139,0,72.25,7,5,3,5,2,0,0,0
91,0,80.0,9,30,3,2,1,0,0,1
37,0,71.1,3,11,4,1,0,3,0,1
267,0,95.0,9,30,3,2,1,0,0,0
42,0,85.0,7,19,3,3,0,0,0,1
5,2,66.0,2,4,3,1,0,0,0,1
4,0,84.0,1,22,4,2,0,3,0,1
298,0,76.0,5,10,3,2,0,0,0,1
102,1,76.5,8,21,4,2,0,0,0,1
52,0,74.8,12,4,4,2,2,3,0,0
92,0,150.3,8,22,4,0,1,0,3,0
3,2,195.0,10,9,4,0,1,0,4,1
4,0,80.0,1,19,4,1,0,0,0,1
102,2,130.5,7,9,4,1,0,0,0,1
0,0,86.0,1,2,4,1,1,0,0,1
77,1,118.8,7,26,4,4,0,0,3,1
99,0,81.0,2,19,2,2,0,0,0,1
105,0,75.0,4,6,3,1,0,0,0,0
14,2,119.0,4,21,4,2,0,3,0,1
43,1,166.5,10,21,4,4,2,0,5,1
152,1,90.67,8,19,4,4,2,3,0,0
50,1,75.95,1,24,4,3,2,0,0,1
64,0,140.0,5,17,2,2,0,0,0,0
14,2,89.0,9,11,4,0,1,3,0,1
136,0,170.36,5,7,4,5,2,0,5,0
31,1,102.9,2,22,3,2,1,0,3,1
24,1,130.0,2,27,4,1,0,0,3,1
28,2,70.0,3,18,3,2,0,0,0,1
0,0,81.0,1,21,4,1,0,3,0,1
31,1,151.4,3,23,4,3,0,0,3,1
74,0,0.0,9,18,4,2,0,1,0,1
45,0,75.0,11,10,3,3,0,0,0,1
128,1,80.75,6,26,4,2,2,3,0,1
42,1,71.1,3,11,4,2,0,3,0,1
2,1,113.57,12,28,4,5,2,0,0,1
31,0,107.1,6,20,4,1,1,0,3,0
35,0,73.1,3,2,4,2,0,3,0,0
8,1,100.0,6,23,4,1,0,0,0,1
39,1,126.0,10,2,4,1,2,0,0,0
0,0,79.0,2,4,4,1,0,3,0,0
38,0,125.1,8,21,4,0,1,3,0,0
0,1,159.75,10,7,4,4,0,0,3,1
86,1,187.85,5,15,4,2,2,0,5,1
40,1,126.9,5,13,4,2,2,0,0,1
204,0,72.75,10,9,3,2,2,0,0,1
26,0,127.2,9,5,4,3,1,0,0,0
74,0,109.0,9,18,3,2,0,1,0,1
99,0,65.0,10,30,4,2,2,0,0,0
56,0,120.0,6,8,3,1,0,0,0,1
273,0,109.0,7,17,3,2,0,1,0,0
6,0,0.0,11,13,1,0,1,0,5,1
24,1,139.0,8,21,4,0,1,3,0,0
111,0,72.25,8,16,3,2,0,0,0,1
54,0,116.1,5,21,4,1,0,3,0,0
38,1,157.14,11,6,4,3,2,3,0,0
100,0,100.0,9,28,4,4,0,0,0,0
182,0,0.0,10,12,4,0,0,0,0,1
386,1,115.0,10,23,3,0,2,1,0,0
0,0,65.0,12,29,3,3,1,0,0,1
6,0,85.0,2,15,4,2,1,0,0,0
115,1,76.0,2,27,3,2,2,0,0,1
77,0,77.35,3,22,4,5,0,3,0,1
159,0,70.5,12,29,3,4,0,0,0,1
32,1,89.3,2,5,4,2,0,0,3,1
103,0,115.0,4,19,3,2,0,0,0,0
17,1,97.0,3,19,4,1,0,3,0,1
266,2,117.3,10,30,4,2,2,0,3,0
2,1,106.33,12,6,4,3,0,0,0,1
76,0,207.9,8,13,4,1,0,0,5,0
33,2,95.0,10,17,4,4,2,0,1,1
104,0,75.0,12,3,3,3,0,0,0,1
1,1,72.38,12,6,4,2,0,0,0,1
94,0,73.95,3,19,4,2,2,0,0,0
223,2,89.25,10,4,4,0,2,0,0,1
67,0,95.0,7,26,3,1,0,1,0,1
41,1,88.0,12,20,2,1,0,0,0,1
50,1,76.92,6,22,4,1,0,0,0,1
77,2,150.3,8,3,4,5,2,0,3,1
11,2,78.94,9,8,3,4,0,0,1,1
1,0,122.67,4,18,4,2,1,0,3,1
4,1,110.11,9,12,4,0,1,0,0,1
11,0,74.8,3,11,3,2,0,0,0,1
30,2,161.1,8,5,4,1,0,0,0,1
31,0,95.0,10,9,2,2,2,0,0,1
154,1,62.0,2,12,3,2,1,0,3,1
48,2,158.4,10,17,4,1,1,0,3,1
7,1,152.0,9,14,4,2,1,0,0,1
0,0,104.0,4,9,2,1,2,0,0,1
40,0,128.4,6,8,4,3,0,0,3,0
4,2,97.0,12,13,4,1,0,0,0,1
125,1,99.45,7,23,4,2,2,0,0,1
151,0,71.0,1,19,3,2,0,0,0,1
164,0,100.0,10,2,3,2,0,0,0,1
210,0,86.0,10,8,3,3,1,1,0,0
43,1,140.4,5,21,4,2,2,0,3,1
24,0,94.93,12,8,4,3,0,0,3,1
34,1,135.9,9,9,4,2,0,0,0,1
28,0,205.0,10,6,4,3,1,1,3,0
146,0,75.0,12,29,3,3,0,0,0,1
3,1,96.0,12,5,4,0,1,0,0,1
102,0,101.5,10,16,3,2,0,1,0,0
105,1,107.1,8,6,4,1,1,3,0,1
301,0,52.0,11,18,3,2,0,0,0,0
73,0,85.67,11,24,3,3,0,0,0,1
245,0,75.0,6,17,4,2,0,0,0,0
135,0,90.0,9,14,3,2,1,0,0,1
0,0,89.0,3,2,4,1,0,3,0,1
183,2,80.1,10,29,4,1,2,3,0,0
186,0,80.0,4,22,3,2,1,0,0,1
1,1,135.0,12,31,4,1,0,0,0,1
256,0,115.0,6,15,4,2,0,1,0,0
225,0,96.3,8,12,4,2,0,0,0,0
98,0,141.75,7,11,4,3,1,1,0,1
14,0,95.0,10,3,2,0,1,0,0,1
346,1,0.0,9,13,4,0,0,1,0,1
18,1,62.83,2,22,4,5,1,3,0,1
29,1,130.68,7,18,4,3,1,0,0,1
4,4,0.0,7,5,1,1,0,0,0,1
40,0,109.8,4,18,4,0,1,0,3,1
96,0,116.1,5,23,4,0,1,3,0,1
94,0,90.45,10,31,4,1,1,0,0,0
90,0,135.9,8,27,4,1,0,0,0,0
42,1,180.16,3,20,4,2,2,1,3,1
294,0,58.5,9,21,3,4,0,1,0,1
99,0,65.0,10,30,3,2,2,0,0,0
3,0,124.0,6,27,3,0,1,3,0,1
59,0,0.0,1,28,4,2,0,0,0,1
58,0,121.56,9,10,4,3,2,0,0,1
11,1,95.33,8,18,4,3,0,0,0,1
124,3,146.03,11,6,4,2,2,0,0,1
56,1,56.83,3,15,4,3,0,0,0,1
126,1,76.5,7,27,4,2,1,0,0,1
52,0,77.76,11,5,4,1,1,0,0,1
35,0,140.4,3,25,4,2,0,0,3,0
42,0,60.0,1,15,3,2,1,0,0,1
87,1,166.85,7,5,4,2,0,0,3,1
207,2,76.5,8,21,4,3,2,0,0,1
345,2,78.3,12,20,4,2,0,0,0,0
23,0,129.2,4,9,4,3,2,0,3,0
14,0,64.05,2,3,4,16,6,3,0,0
147,1,92.08,6,26,4,5,3,0,0,1
169,1,107.25,5,20,3,2,2,3,0,0
121,2,123.3,7,7,4,1,0,0,0,1
29,2,155.64,5,19,4,3,2,0,3,1
196,0,68.0,8,1,3,5,2,0,0,1
52,2,79.2,11,25,4,2,0,3,0,1
0,1,88.0,12,5,4,0,1,3,0,1
41,1,143.4,5,17,4,3,0,0,3,1
114,2,127.8,7,30,4,1,0,0,3,1
148,0,105.3,5,5,4,3,0,0,0,1
29,0,85.0,10,25,3,3,0,0,0,1
159,0,103.21,6,12,4,2,2,0,1,0
2,0,90.0,6,3,3,2,0,0,0,1
32,1,136.0,10,24,4,1,1,0,3,1
0,0,91.0,2,25,4,2,0,0,0,0
26,1,57.59,11,17,4,3,1,3,0,1
15,0,63.6,3,13,4,3,2,3,0,0
132,0,105.83,7,5,4,4,0,0,0,0
95,2,139.7,7,17,4,5,4,0,3,1
50,0,101.15,3,28,4,3,1,0,0,0
286,0,90.0,10,16,4,0,1,0,0,0
135,0,130.5,8,2,4,2,0,0,0,1
323,0,70.0,5,17,3,4,0,0,0,0
40,1,81.0,1,25,2,1,1,0,0,1
10,1,75.0,1,17,4,0,2,3,0,1
119,0,90.9,4,15,4,2,0,0,0,1
33,1,61.6,2,23,4,4,0,0,3,1
